	cusip	industry	name	sector	stocksymbol
11383	921909768	n/a	VANGUARD STAR FD	n/a	NASDAQ:VXUS
11384	921909818		VANGUARD STAR FD		
11385	921909107		VANGUARD STAR FUND STAR PORTFO		
11386	92202E102		VANGUARD TARGET RETIREMENT		
11387	92202E300		VANGUARD TARGET RETIREMENT		
11388	921943858		VANGUARD TAX MANAGED INTL FD		
11389	921943403		VANGUARD TAX-MANAGED FD SM CAP		
11390	921937603		VANGUARD TOTAL BOND MKT INDEX #584-ADM SH		
11391	921937108		VANGUARD TTL BOND INDEX FD		
11392	922908306		VANGUARD TTL STK MKT INDEX		
11393	992908744		VANGUARD VALUE		
11394	921946810		VANGUARD WHITEHALL FDS INC		
11395	921946794		VANGUARD WHITEHALL FDS INC		
11396	921946885	n/a	VANGUARD WHITEHALL FDS INC	n/a	NASDAQ:VWOB
11397	921946406		VANGUARD WHITEHALL FDS INC		
11398	922018106		VANGUARD WINDSOR FD I		
11399	922018205		VANGUARD WINSOR II FUND		
11400	921910873		VANGUARD WORLD FD		
11401	921910816		VANGUARD WORLD FD		
11402	921910840		VANGUARD WORLD FD		
11403	921910709		VANGUARD WORLD FD		
11404	92204A207		VANGUARD WORLD FDS		
11405	92204A603		VANGUARD WORLD FDS		
11406	92204A702		VANGUARD WORLD FDS		
11407	92204A405		VANGUARD WORLD FDS		
11408	92204A876		VANGUARD WORLD FDS		
11409	92204A504		VANGUARD WORLD FDS		
11410	92204A108		VANGUARD WORLD FDS		
11411	92204A801		VANGUARD WORLD FDS		
11412	92204A306		VANGUARD WORLD FDS		
11413	92204A884		VANGUARD WORLD FDS		
11414	921935102		VANGUARD/WELLINGTON FD		
11415	921935201		VANGUARD/WELLINGTON FD INC		
11416	92210H10		VANTIV INC		
11417	92210H105	Business Services	VANTIV INC	Miscellaneous	NYSE:VNTV
11418	92220P105	Biotechnology: Electromedical & Electrotherapeutic Apparatus	VARIAN MED SYS INC	Health Care	NYSE:VAR
11419	922280102	Computer Software: Prepackaged Software	VARONIS SYS INC	Technology	NASDAQ:VRNS
11420	92230Y104	EDP Services	VASCO DATA SEC INTL INC	Technology	NASDAQ:VDSI
11421	M96883109	Major Pharmaceuticals	VASCULAR BIOGENICS LTD	Health Care	NASDAQ:VBLT
11422	110005270		VASCULAR BIOGENICS LTD.		
11423	92231M109	Medical/Dental Instruments	VASCULAR SOLUTIONS INC	Health Care	NASDAQ:VASC
11424	92231M10		VASCULAR SOLUTIONS INC		
11425	91822J103		VBI VACCINES INC		
11426	91790E102		VBI VACCINES INC		
11427	91819410		VCA ANTECH INC		
11428	918194101	Farming/Seeds/Milling	VCA INC	Consumer Non-Durables	NASDAQ:WOOF
11429	92240MAY4		VECTOR GROUP LTD		
11430	92240MBC1		VECTOR GROUP LTD		
11431	92240M108	Farming/Seeds/Milling	VECTOR GROUP LTD	Consumer Non-Durables	NYSE:VGR
11432	92240G101	Natural Gas Distribution	VECTREN CORP	Public Utilities	NYSE:VVC
11433	92242T101	Diversified Commercial Services	VECTRUS INC	Consumer Services	NYSE:VEC
11434	92242Y100	Metal Fabrications	VEDANTA LTD	Capital Goods	NYSE:VEDL
11435	922417100	Industrial Machinery/Components	VEECO INSTRS INC DEL	Technology	NASDAQ:VECO
11436	922475108	Computer Software: Prepackaged Software	VEEVA SYS INC	Technology	NYSE:VEEV
11437	92247510		VEEVA SYS INC		
11438	92262A206		VENAXIS INC		
11439	92276F100	Real Estate Investment Trusts	VENTAS INC	Consumer Services	NYSE:VTR
11440	92276M204	Real Estate Investment Trusts	VENTAS REALTY 5.45%	Consumer Services	NYSE:VTRB
11441	4031879		VEOLIA ENVIRONNEMENT		
11442	92334N103		VEOLIA ENVIRONNEMENT		
11443	92335C106	Apparel	VERA BRADLEY INC	Consumer Non-Durables	NASDAQ:VRA
11444	92337F107	Medical Specialities	VERACYTE INC	Health Care	NASDAQ:VCYT
11445	92337C104	Major Pharmaceuticals	VERASTEM INC	Health Care	NASDAQ:VSTM
11446	92336Y107		VERBUND		
11447	92339V100	Real Estate Investment Trusts	VEREIT INC	Consumer Services	NYSE:VER
11448	92339V209		VEREIT PFD		
11449	92340R106		VERESEN INC		
11450	92346J108		VERICEL CORP		
11451	92342Y109	Office Equipment/Supplies/Services	VERIFONE SYS INC	Miscellaneous	NYSE:PAY
11452	92343X100	EDP Services	VERINT SYS INC	Technology	NASDAQ:VRNT
11453	92343XAA8		VERINT SYS INC		
11454	93243E102		VERISIGN INC		
11455	92343EAD4		VERISIGN INC		
11456	92343E10		VERISIGN INC		
11457	92343E102	EDP Services	VERISIGN INC	Technology	NASDAQ:VRSN
11458	92345Y106	EDP Services	VERISK ANALYTICS INC	Technology	NASDAQ:VRSK
11459	923451108	Major Banks	VERITEX HLDGS INC	Finance	NASDAQ:VBTX
11460	923454102	Paper	VERITIV CORP	Consumer Services	NYSE:VRTV
11461	92345410		VERITIV CORP		
11462	92343V302	Telecommunications Equipment	VERIZON COMM 5.90%	Public Utilities	NYSE:VZA
11463	92343V104	Telecommunications Equipment	VERIZON COMMUNICATIONS INC	Public Utilities	NYSE:VZ
11464	92343V10		VERIZON COMMUNICATIONS INC		
11465	92372510		VERMILION ENERGY INC		
11466	923725105	Oil & Gas Production	VERMILION ENERGY INC	Energy	NYSE:VET
11467	92407M206	Biotechnology: In Vitro & In Vivo Diagnostic Substances	VERMILLION INC	Health Care	NASDAQ:VRML
11468	925297103		VERSAR INC		
11469	92529L102	Major Pharmaceuticals	VERSARTIS INC	Health Care	NASDAQ:VSAR
11470	92534K107	Integrated oil Companies	VERTEX ENERGY INC	Energy	NASDAQ:VTNR
11471	92532F100	Major Pharmaceuticals	VERTEX PHARMACEUTICALS INC	Health Care	NASDAQ:VRTX
11472	5964651		VESTAS WIND SYSTEM		
11473	925458101		VESTAS WIND SYSTEMS-UNSP ADR		
11474	92549X300	Real Estate Investment Trusts	VESTIN RLTY MTG II INC	Consumer Services	NASDAQ:VRTB
11475	92553P201	Television Services	VIACOM INC NEW	Consumer Services	NASDAQ:VIAB
11476	92553P102	Television Services	VIACOM INC NEW	Consumer Services	NASDAQ:VIA
11477	92552R40		VIAD CORP		
11478	92552R406	Business Services	VIAD CORP	Miscellaneous	NYSE:VVI
11479	92552V100	Radio And Television Broadcasting And Communications Equipment	VIASAT INC	Technology	NASDAQ:VSAT
11480	925550105		VIAVI SOLUTIONS INC		
11481	925602203		VICAL INC		
11482	BY7QXS71C		VICINITY CENTRES		
11483	925811101		VICON INDS INC		
11484	925815102	Industrial Machinery/Components	VICOR CORP	Capital Goods	NASDAQ:VICR
11485	92647N840		VICTORY PORTFOLIOS II		
11486	92647N832		VICTORY PORTFOLIOS II		
11487	92647N816		VICTORY PORTFOLIOS II		
11488	92647N873		VICTORY PORTFOLIOS II		
11489	92647N857		VICTORY PORTFOLIOS II		
11490	92647N766		VICTORY PORTFOLIOS II		
11491	92647N824		VICTORY PORTFOLIOS II		
11492	92647N774		VICTORY PORTFOLIOS II		
11493	92647N881		VICTORY PORTFOLIOS II		
11494	92647N865		VICTORY PORTFOLIOS II		
11495	92647N782		VICTORY PORTFOLIOS II		
11496	92657J101	Television Services	VIDEOCON D2H LTD	Consumer Services	NASDAQ:VDTH
11497	92672L107		VIEWRAY INC		
11498	92686J114		VIKING THERAPEUTICS INC		
11499	92686J106	Major Pharmaceuticals	VIKING THERAPEUTICS INC	Health Care	NASDAQ:VKTX
11500	92705T200	Major Banks	VILLAGE BK & TR FINANCIAL CO	Finance	NASDAQ:VBFC
11501	927107409	Food Chains	VILLAGE SUPER MKT INC	Consumer Services	NASDAQ:VLGEA
11502	92710740		VILLAGE SUPER MKT INC		
11503	92719A106	Telecommunications Equipment	VIMPELCOM LTD	Public Utilities	NASDAQ:VIP
11504	927191106	Beverages (Production/Distribution)	VINA CONCHA Y TORO S A	Consumer Non-Durables	NYSE:VCO
11505	92719W108	Clothing/Shoe/Accessory Stores	VINCE HLDG CORP	Consumer Services	NYSE:VNCE
11506	927320101		VINCI S A ADR		
11507	92763AAB7		VIOLIN MEMORY INC		
11508	92763A101	Electronic Components	VIOLIN MEMORY INC	Technology	NYSE:VMEM
11509	92763M105	Oil & Gas Production	VIPER ENERGY PARTNERS LP	Energy	NASDAQ:VNOM
11510	92763WAA1		VIPSHOP HLDGS LTD		
11511	92763W103		VIPSHOP HLDGS LTD		
11512	927651109	Industrial Specialties	VIRCO MFG CO	Consumer Durables	NASDAQ:VIRC
11513	92765X208	Air Freight/Delivery Services	VIRGIN AMER INC	Transportation	NASDAQ:VA
11514	928031103		VIRGINIA NATIONAL BANKSHARES CORP.		
11515	92823T108		VIRNETX HLDG CORP		
11516	928254101	Investment Bankers/Brokers/Service	VIRTU FINL INC	Finance	NASDAQ:VIRT
11517	92828R610		VIRTUS		
11518	92829B101	n/a	VIRTUS GLOBAL MULTI-SEC INC	n/a	NYSE:VGI
11519	92828Q109	Investment Managers	VIRTUS INVT PARTNERS INC	Finance	NASDAQ:VRTS
11520	92829A103	n/a	VIRTUS TOTAL RETURN FD	n/a	NYSE:DCA
11521	92827P102	EDP Services	VIRTUSA CORP	Technology	NASDAQ:VRTU
11522	92826C839	Business Services	VISA INC	Miscellaneous	NYSE:V
11523	92851S204		VISA INC COM CL A		
11524	82826C839		VISA, INC.		
11525	928298AG3		VISHAY INTERTECHNOLOGY		
11526	92829810		VISHAY INTERTECHNOLOGY INC		
11527	928298108	Electrical Products	VISHAY INTERTECHNOLOGY INC	Capital Goods	NYSE:VSH
11528	92835K103	Electrical Products	VISHAY PRECISION GROUP INC	Capital Goods	NYSE:VPG
11529	92835K10		VISHAY PRECISION GROUP INC		
11530	92833U202		VISIONCHINA MEDIA INC		
11531	927926303		VISTA GOLD CORP		
11532	928377100	Ordnance And Accessories	VISTA OUTDOOR INC	Capital Goods	NYSE:VSTO
11533	92837710		VISTA OUTDOOR INC		
11534	92840H202		VISTAGEN THERAPEUTICS INC		
11535	N93540107		VISTAPRINT N V		
11536	92839U206	Auto Parts:O.E.M.	VISTEON CORP	Capital Goods	NYSE:VC
11537	92847N103	Major Pharmaceuticals	VITAE PHARMACEUTICALS INC	Health Care	NASDAQ:VTAE
11538	92847R104	Major Pharmaceuticals	VITAL THERAPIES INC	Health Care	NASDAQ:VTL
11539	92849E101	Food Chains	VITAMIN SHOPPE INC	Consumer Non-Durables	NYSE:VSI
11540	Y93794108		VITASOY INTERNATIONAL HOLDINGS		
11541	92852T201		VIVENDI SA ADR		
11542	92852W204		VIVEVE MED INC		
11543	92854Q106	Building Products	VIVINT SOLAR INC	Capital Goods	NYSE:VSLR
11544	928551100	Major Pharmaceuticals	VIVUS INC	Health Care	NASDAQ:VVUS
11545	928563402	Computer Software: Prepackaged Software	VMWARE INC	Technology	NYSE:VMW
11546	91829B103	Oil & Gas Production	VOC ENERGY TR	Energy	NYSE:VOC
11547	92857F10		VOCERA COMMUNICATIONS INC		
11548	92857F107	Telecommunications Equipment	VOCERA COMMUNICATIONS INC	Consumer Durables	NYSE:VCRA
11549	BH4HKS3		VODAFONE GROUP		
11550	92857W100		VODAFONE GROUP PLC		
11551	G93882192		VODAFONE GROUP PLC		
11552	92857T107		VODAFONE GROUP PLC ADR		
11553	92857W308	Telecommunications Equipment	VODAFONE GROUP PLC NEW	Public Utilities	NASDAQ:VOD
11554	92857W209		VODAFONE GROUP PLC NEW		
11555	92857W30		VODAFONE GROUP PLC NEW		
11556	928578103		VOESTALPINE AG ADR		
11557	928661107		VOLITIONRX LTD		
11558	928662303		VOLKSWAGEN AG		
11559	928662402		VOLKSWAGEN AG-SPONS ADR PFD		
11560	928703107		VOLT INFORMATION SCIENCES IN		
11561	92870X309	Business Services	VOLTARI CORP	Miscellaneous	NASDAQ:VLTC
11562	928854108		VOLVO AB-B SHS-UNSPON ADR		
11563	92886T201	Telecommunications Equipment	VONAGE HLDGS CORP	Public Utilities	NYSE:VG
11564	929042802		VORNADO REALTY 6.625% PFD		
11565	929042844		VORNADO REALTY TRUST		
11566	929042109	Real Estate Investment Trusts	VORNADO RLTY TR	Consumer Services	NYSE:VNO
11567	929042851		VORNADO RLTY TR PFD SER K		
11568	92912L107	Industrial Machinery/Components	VOXELJET AG	Capital Goods	NYSE:VJET
11569	91829F104	Electronic Components	VOXX INTL CORP	Consumer Non-Durables	NASDAQ:VOXX
11570	92912J102	n/a	VOYA ASIA PAC DIVID EQUITY I	n/a	NYSE:IAE
11571	92912P108	n/a	VOYA EMERGING MKTS HIGH DIVI	n/a	NYSE:IHD
11572	92908910		VOYA FINL INC		
11573	929089100		VOYA FINL INC		
11574	92912R104	n/a	VOYA GLBL ADV & PREM OPP FD	n/a	NYSE:IGA
11575	92912T100		VOYA GLBL EQTY DIV & PREM OP		
11576	92912X101	n/a	VOYA INFRASTRUCTURE INDLS &	n/a	NYSE:IDE
11577	92912Y109	n/a	VOYA INTL HIGH DIVID EQTY IN	n/a	NYSE:IID
11578	92913A100	n/a	VOYA PRIME RATE TR	n/a	NYSE:PPR
11579	92913C106	n/a	VOYA RISK MANAGED NAT RES FD	n/a	NYSE:IRR
11580	92915B106		VOYAGER THERAPEUTICS INC		
11581	918284100	Military/Government/Technical	VSE CORP	Consumer Services	NASDAQ:VSEC
11582	Y9384M101	Oil Refining/Marketing	VTTI ENERGY PARTNERS LP	Energy	NYSE:VTTI
11583	918385105	Major Pharmaceuticals	VTV THERAPEUTICS INC	Health Care	NASDAQ:VTVT
11584	929160109	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	VULCAN MATLS CO	Basic Industries	NYSE:VMC
11585	92921W300	Radio And Television Broadcasting And Communications Equipment	VUZIX CORP	Technology	NASDAQ:VUZI
11586	91843L103	Diversified Electronic Products	VWR CORP	Consumer Durables	NASDAQ:VWR
11587	92922P106	Oil & Gas Production	W & T OFFSHORE INC	Energy	NYSE:WTI
11588	92930Y107		W P CAREY & CO L L C		
11589	92936U109	Real Estate Investment Trusts	W P CAREY INC	Consumer Services	NYSE:WPC
11590	929334209		W.T.B. FINANCIAL CORPORATION		
11591	929566AH0		WABASH NATL CORP		
11592	929566107	Construction/Ag Equipment/Trucks	WABASH NATL CORP	Capital Goods	NYSE:WNC
11593	92927K102	Auto Manufacturing	WABCO HLDGS INC	Capital Goods	NYSE:WBC
11594	929740108	Railroads	WABTEC CORP	Capital Goods	NYSE:WAB
11595	92978AAA0		WACHOVIA CAPITAL TRUST III		
11596	930059100	Investment Bankers/Brokers/Service	WADDELL & REED FINL INC	Finance	NYSE:WDR
11597	93041P308		WAFERGEN BIO-SYSTEMS INC		
11598	930427109	Business Services	WAGEWORKS INC	Miscellaneous	NYSE:WAGE
11599	93042710		WAGEWORKS INC		
11600	P98180188		WAL-MART DE MEXICO SA DE CV ORD ISIN MX01WA000038		
11601	931142103	Department/Specialty Retail Stores	WAL-MART STORES INC	Consumer Services	NYSE:WMT
11602	931422109		WALGREEN CO		
11603	93142710		WALGREENS BOOTS ALLIANCE INC		
11604	931427108	Medical/Nursing Services	WALGREENS BOOTS ALLIANCE INC	Health Care	NASDAQ:WBA
11605	31427108		WALGREENS BOOTS ALLIANCE INC		
11606	93148P102	Finance: Consumer Services	WALKER & DUNLOP INC	Finance	NYSE:WD
11607	931661102		WALKER INNOVATION INC COM		
11608	93114W107		WALMART DE MEXICO-SPON ADR V		
11609	93317WAA0		WALTER INVT MGMT CORP		
11610	93317W102	Finance: Consumer Services	WALTER INVT MGMT CORP	Finance	NYSE:WAC
11611	933310203		WALTHAUSEN SELECT VALUE FUND I		
11612	938824109	Savings Institutions	WASHINGTON FED INC	Finance	NASDAQ:WAFD
11613	938824117		WASHINGTON FED INC		
11614	939330825		WASHINGTON MUT INVS F		
11615	939330106		WASHINGTON MUT INVS FD INC		
11616	939653101	n/a	WASHINGTON REAL ESTATE INVT	n/a	NYSE:WRE
11617	940610108	Major Banks	WASHINGTON TR BANCORP	Finance	NASDAQ:WASH
11618	940730104	Major Banks	WASHINGTONFIRST BANKSHARES I	Finance	NASDAQ:WFBI
11619	941053100	Environmental Services	WASTE CONNECTIONS INC	Public Utilities	NYSE:WCN
11620	94106B101		WASTE CONNECTIONS INC		
11621	94106B10		WASTE CONNECTIONS INC		
11622	94106LAG4		WASTE MANAGEMENT INC		
11623	94106L109	Environmental Services	WASTE MGMT INC DEL	Public Utilities	NYSE:WM
11624	941848103	Biotechnology: Laboratory Analytical Instruments	WATERS CORP	Capital Goods	NYSE:WAT
11625	94184810		WATERS CORP		
11626	941888109		WATERSTONE FINANCIAL INC		
11627	94188P101		WATERSTONE FINL INC MD		
11628	942622101	n/a	WATSCO INC	n/a	NYSE:WSO.B
11629	942622200	Industrial Machinery/Components	WATSCO INC	Consumer Durables	NYSE:WSO
11630	942749102	Metal Fabrications	WATTS WATER TECHNOLOGIES INC	Capital Goods	NYSE:WTS
11631	Y95308105		WAVE LIFE SCIENCES LTD		
11632	94419L101	Catalog/Specialty Distribution	WAYFAIR INC	Consumer Services	NYSE:W
11633	94624Q101	Savings Institutions	WAYNE SVGS BANCSHARES INC NE	Finance	NASDAQ:WAYN
11634	946760105	Retail: Computer Software & Peripheral Equipment	WAYSIDE TECHNOLOGY GROUP INC	Technology	NASDAQ:WSTG
11635	92923C807	Homebuilding	WCI CMNTYS INC	Capital Goods	NYSE:WCIC
11636	929236107	Major Chemicals	WD-40 CO	Basic Industries	NASDAQ:WDFC
11637	00BLNN369		WEATHERFORD INTERNATIONAL		
11638	H27013103		WEATHERFORD INTERNATIONAL LT		
11639	BLNN369		WEATHERFORD INTERNATIONAL PLC		
11640	947075AH0		WEATHERFORD INTL LTD		
11641	G48833100		WEATHERFORD INTL PLC		
11642	94733AAA2		WEB COM GROUP INC		
11643	94733A104	Computer Software: Prepackaged Software	WEB COM GROUP INC	Technology	NASDAQ:WWWW
11644	94770VAF9		WEBMD HEALTH CORP		
11645	94770VAL6		WEBMD HEALTH CORP		
11646	94770V102	Business Services	WEBMD HEALTH CORP	Miscellaneous	NASDAQ:WBMD
11647	94770V10		WEBMD HEALTH CORP		
11648	94770VAK8		WEBMD HEALTH CORP		
11649	947890109	Major Banks	WEBSTER FINL CORP CONN	Finance	NYSE:WBS
11650	92939U106		WEC ENERGY GROUP INC		
11651	948596101	Computer Software: Programming, Data Processing	WEIBO CORP	Technology	NASDAQ:WB
11652	94859610		WEIBO CORP		
11653	948626106	Other Consumer Services	WEIGHT WATCHERS INTL INC NEW	Consumer Services	NYSE:WTW
11654	948741103	Real Estate Investment Trusts	WEINGARTEN RLTY INVS	Consumer Services	NYSE:WRI
11655	94876Q205		WEIR GROUP PLC ADR		
11656	948849104	Food Chains	WEIS MKTS INC	Consumer Services	NYSE:WMK
11657	94884910		WEIS MKTS INC		
11658	94946T106	Medical Specialities	WELLCARE HEALTH PLANS INC	Health Care	NYSE:WCG
11659	949485106	Banks	WELLESLEY BANCORP INC	Finance	NASDAQ:WEBK
11660	94973V107	Medical Specialities	WELLPOINT INC	Health Care	NYSE:ANTM
11661	94973VBG1		WELLPOINT INC		
11662	949921654		WELLS FARGO		
11663	949746RG8		WELLS FARGO & CO		
11664	94986RVY4		WELLS FARGO & CO		
11665	94986RQH7		WELLS FARGO & CO		
11666	949746104		WELLS FARGO & CO		
11667	94986RTK7		WELLS FARGO & CO		
11668	94986RQF1		WELLS FARGO & CO		
11669	2649100		WELLS FARGO & CO COM USD1 2/3		
11670	94974610		WELLS FARGO & CO NEW		
11671	949746804		WELLS FARGO & CO NEW		
11672	949746119		WELLS FARGO & CO NEW		
11673	949746101	Major Banks	WELLS FARGO & CO NEW	Finance	NYSE:WFC
11674	949746747		WELLS FARGO & CO NEW DEP SHS R		
11675	949746655		WELLS FARGO & CO NEW DEP1/1000PF CL		
11676	94988U714		WELLS FARGO & CO SER W 5.7%  PFD		
11677	949974610		WELLS FARGO & CO.		
11678	94974BFG0		WELLS FARGO & COMPANY		
11679	949746PM7		WELLS FARGO & COMPANY PERP/CAL		
11680	94988U730		WELLS FARGO - PFD V		
11681	949746556		WELLS FARGO 5.85% PFD FIX-TO-F		
11682	949746879		WELLS FARGO 8% PFD		
11683	94987C103	n/a	WELLS FARGO ADV GLB DIV OPP	n/a	NYSE:EOD
11684	30024Y104		WELLS FARGO ADV MULTI-SEC INC		
11685	949917702		WELLS FARGO ADVANTAGE		
11686	949915482		WELLS FARGO ADVANTAGE		
11687	94987B105		WELLS FARGO ADVANTAGE INCOME		
11688	94987D101		WELLS FARGO ADVANTAGE MULTI		
11689	94987E109		WELLS FARGO ADVANTAGE UTILS		
11690	94985D384		WELLS FARGO CAPITAL BUILD - A		
11691	949746465		WELLS FARGO CO		
11692	94985D798		WELLS FARGO INTRINSIC WORLD		
11693	95040Q302		WELLTOWER		
11694	95040Q203		WELLTOWER INC		
11695	95040Q104		WELLTOWER INC		
11696	95058W100	Restaurants	WENDYS CO	Consumer Services	NASDAQ:WEN
11697	950590109		WENDYS INTERNATIONAL INC		
11698	950755108	Trucking Freight/Courier Services	WERNER ENTERPRISES INC	Transportation	NASDAQ:WERN
11699	950810101	Major Banks	WESBANCO INC	Finance	NASDAQ:WSBC
11700	950814103		WESCO AIRCRAFT HLDGS INC		
11701	95082P105	Telecommunications Equipment	WESCO INTL INC	Consumer Non-Durables	NYSE:WCC
11702	950840306		WESFARMERS LTD		
11703	95123P106	Major Banks	WEST BANCORPORATION INC	Finance	NASDAQ:WTBA
11704	952355204	Business Services	WEST CORP	Miscellaneous	NASDAQ:WSTC
11705	953432101		WEST JAPAN RAILWAY CO ADR		
11706	954235107	Automotive Aftermarket	WEST MARINE INC	Consumer Durables	NASDAQ:WMAR
11707	955306105	Specialty Chemicals	WEST PHARMACEUTICAL SVSC INC	Basic Industries	NYSE:WST
11708	956152409		WEST SUBURBAN BANCORP, INC.		
11709	95709010		WESTAMERICA BANC		
11710	957090103	Major Banks	WESTAMERICA BANCORPORATION	Finance	NASDAQ:WABC
11711	95709T100	Power Generation	WESTAR ENERGY INC	Public Utilities	NYSE:WR
11712	95727P106		WESTBURY BANCORP INC		
11713	957541105	Telecommunications Equipment	WESTELL TECHNOLOGIES INC	Public Utilities	NASDAQ:WSTL
11714	95763810		WESTERN ALLIANCE BANCORP		
11715	957638109	Major Banks	WESTERN ALLIANCE BANCORP	Finance	NYSE:WAL
11716	95766R104	n/a	WESTERN ASSET CLYM INFL OPP	n/a	NYSE:WIW
11717	95766Q106	n/a	WESTERN ASSET CLYM INFL SEC	n/a	NYSE:WIA
11718	95790J102		WESTERN ASSET CORPORATE LN F		
11719	95766A101	n/a	WESTERN ASSET EMRG MKT DEBT	n/a	NYSE:ESD
11720	95766E103	n/a	WESTERN ASSET EMRG MKT INCM	n/a	NYSE:EMD
11721	95766B109	n/a	WESTERN ASSET GLB HI INCOME	n/a	NYSE:EHI
11722	95790C107	n/a	WESTERN ASSET GLOBAL CP DEFI	n/a	NYSE:GDO
11723	95768B107	n/a	WESTERN ASSET HGH YLD DFNDFD	n/a	NYSE:HYI
11724	95766J102	n/a	WESTERN ASSET HIGH INCM FD I	n/a	NYSE:HIX
11725	95766K109	n/a	WESTERN ASSET HIGH INCM OPP	n/a	NYSE:HIO
11726	95766T100	n/a	WESTERN ASSET INCOME FD	n/a	NYSE:PAI
11727	958435109		WESTERN ASSET INTM MUNI FD I		
11728	95790A101	n/a	WESTERN ASSET INVT GRADE DEF	n/a	NYSE:IGI
11729	95790D105	Real Estate Investment Trusts	WESTERN ASSET MTG CAP CORP	Consumer Services	NYSE:WMC
11730	95790B109	n/a	WESTERN ASSET MTG DEF OPPTY	n/a	NYSE:DMO
11731	95768A109	n/a	WESTERN ASSET MUN DEF OPP TR	n/a	NYSE:MTT
11732	95766N103	n/a	WESTERN ASSET MUN HI INCM FD	n/a	NYSE:MHF
11733	957664105	n/a	WESTERN ASSET PREMIER BD FD	n/a	NYSE:WEA
11734	957667108	n/a	WESTERN ASSET VAR RT STRG FD	n/a	NYSE:GFY
11735	957668106	n/a	WESTERN ASSET WORLDWIDE INCO	n/a	NYSE:SBW
11736	95766P108	n/a	WESTERN ASST MN PRT FD INC	n/a	NYSE:MNP
11737	95766M105	n/a	WESTERN ASST MNGD MUN FD INC	n/a	NYSE:MMU
11738	95805V108		WESTERN COPPER & GOLD CORP		
11739	958102105	Electronic Components	WESTERN DIGITAL CORP	Technology	NASDAQ:WDC
11740	958102AK1		WESTERN DIGITAL CORP		
11741	958211203		WESTERN FOREST PRODUCTS		
11742	95825R103	Natural Gas Distribution	WESTERN GAS EQUITY PARTNERS	Public Utilities	NYSE:WGP
11743	958254104	Natural Gas Distribution	WESTERN GAS PARTNERS LP	Public Utilities	NYSE:WES
11744	959319104	Integrated oil Companies	WESTERN REFNG INC	Energy	NYSE:WNR
11745	95931910		WESTERN REFNG INC		
11746	95931Q205	Natural Gas Distribution	WESTERN REFNG LOGISTICS LP	Energy	NYSE:WNRL
11747	959802109	Business Services	WESTERN UN CO	Miscellaneous	NYSE:WU
11748	95980210		WESTERN UN CO		
11749	BMMVVX41C		WESTFIELD CORP		
11750	96008P104		WESTFIELD FINANCIAL INC NEW		
11751	960224103		WESTFIELD GROUP		
11752	960413102	Major Chemicals	WESTLAKE CHEM CORP	Basic Industries	NYSE:WLK
11753	960417103	Major Chemicals	WESTLAKE CHEM PARTNERS LP	Basic Industries	NYSE:WLKP
11754	960878106	Coal Mining	WESTMORELAND COAL CO	Energy	NASDAQ:WLB
11755	96108P103		WESTMORELAND RESOURCE PARTNE		
11756	607614602		WESTPAC BANKING CORP		
11757	6076146		WESTPAC BANKING CORP		
11758	96121430		WESTPAC BANKING CORP ADR		
11759	961214301		WESTPAC BKG CORP		
11760	960908309		WESTPORT INNOVATIONS INC		
11761	96145D105	Containers/Packaging	WESTROCK CO	Consumer Durables	NYSE:WRK
